Contig	Mean Abundance	SE	Cazy Class	Cazy Family	Best Hit ID	Description	Taxonomy Lineage			
aggregates-combined-assembly1_5438276_1_679_-	aggregates-combined-assembly1_5438276_1_679_-	0.028367380225725	0.00582429038792128	n.d.	none	none	CAD78915.1	probable lipopolysaccharide biosynthesis protein BplA-putative NADH-dependent oxidoreductase	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5438394_1_816_-	aggregates-combined-assembly1_5438394_1_816_-	0.02466993894658	0.00918363337957596	n.d.	GT20	GT	ABL00864.1	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5438394_1030_1278_+	aggregates-combined-assembly1_5438394_1030_1278_+	0.02466993894658	0.00918363337957596	n.d.	GH15	GH	ABJ82151.1	glycoside hydrolase 15-related protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5438984_391_653_+	aggregates-combined-assembly1_5438984_391_653_+	0.0298190898645	0.00907763934409761	n.d.	GH3	GH	ACE06729.1	hypothetical protein Aasi_1439	Bacteria	Bacteroidetes	Candidatus
aggregates-combined-assembly1_5439733_1_1008_+	aggregates-combined-assembly1_5439733_1_1008_+	0.0282222679296	0.00925714039281259	n.d.	GT4	GT	ABN56890.1	glycosyl transferase, group 1	Archaea	Euryarchaeota	Methanomicrobia
aggregates-combined-assembly1_5440559_1_907_+	aggregates-combined-assembly1_5440559_1_907_+	0.024706465657825	0.00726153243050424	n.d.	GH2	GH	CAQ01230.1	beta-galactosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5440601_1_439_+	aggregates-combined-assembly1_5440601_1_439_+	0.03885656679595	0.00746685764483126	n.d.	GH29	GH	ABJ88021.1	Alpha-L-fucosidase	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5440642_1277_1711_+	aggregates-combined-assembly1_5440642_1277_1711_+	0.022217975205925	0.00273526748066511	n.d.	GT41	GT	ABE49657.1	TPR repeat	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5441440_425_781_+	aggregates-combined-assembly1_5441440_425_781_+	0.027853694353625	0.00795469230791847	3.2.1.37	GH39	GH	BAA95685.1	beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5441864_1_494_-	aggregates-combined-assembly1_5441864_1_494_-	0.032970208801975	0.00944108693364712	n.d.	GH29	GH	ACB76253.1	Alpha-L-fucosidase	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5441865_189_466_-	aggregates-combined-assembly1_5441865_189_466_-	0.028399793429225	0.00678056495036191	n.d.	GT4	GT	ABE37141.1	putative glycosyl transferase	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5441930_1_793_-	aggregates-combined-assembly1_5441930_1_793_-	0.02812438558345	0.00959626373511799	n.d.	GT1	GT	CAM01320.1	putative glycosyltransferase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5443042_1_690_+	aggregates-combined-assembly1_5443042_1_690_+	0.0215527670793	0.00525446984250154	3.2.1.4	GH9	GH	CAB38941.1	cellulase	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5446063_1_239_+	aggregates-combined-assembly1_5446063_1_239_+	0.0427952011247	0.0161081892620687	n.d.	GT9	GT	CAJ74686.1	hypothetical protein	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5453080_1_415_+	aggregates-combined-assembly1_5453080_1_415_+	0.01948011204855	0.0026363571944069	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5453522_1_586_+	aggregates-combined-assembly1_5453522_1_586_+	0.03205375872073	0.013839092571933	n.d.	GT2	GT	ABC20869.1	squalene-phytoene synthase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5453718_149_949_-	aggregates-combined-assembly1_5453718_149_949_-	0.01960357817025	0.00460900759790058	n.d.	GT2	GT	BAF90624.1	putative intercellular adhesion protein A	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5453801_1_627_+	aggregates-combined-assembly1_5453801_1_627_+	0.023461164025875	0.00482229162039429	n.d.	CBM9	CB	ABQ04797.1	hypothetical protein Fjoh_1765	Bacteria	Bacteroidetes	Flavobacteria
aggregates-combined-assembly1_5454156_1_313_+	aggregates-combined-assembly1_5454156_1_313_+	0.0231553958643575	0.0123100625968743	n.d.	GH71	GH	EAA58990.1	hypothetical protein AN82522	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5454194_2174_2860_+	aggregates-combined-assembly1_5454194_2174_2860_+	0.0398399512636	0.00585809762814969	n.d.	GT41	GT	AAZ58723.1	TPR repeat	Bacteria	Cyanobacteria	Prochlorales
aggregates-combined-assembly1_5454513_1_871_-	aggregates-combined-assembly1_5454513_1_871_-	0.02143852638785	0.00603403923369371	n.d.	GH1	GH	ACC80873.1	extracellular solute-binding protein, family 3	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5454828_1_387_-	aggregates-combined-assembly1_5454828_1_387_-	0.020464610913375	0.00471338704639791	n.d.	GH97	GH	ABR37863.1	glycoside hydrolase family 97	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5454865_1_260_-	aggregates-combined-assembly1_5454865_1_260_-	0.020562133714195	0.00618076891267364	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5455054_1_283_+	aggregates-combined-assembly1_5455054_1_283_+	0.022569167858745	0.00946367007235307	n.d.	CE14	CE	ABQ92300.1	LmbE family protein	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5455184_1_404_+	aggregates-combined-assembly1_5455184_1_404_+	0.031546175453825	0.00589302079727543	n.d.	GT2	GT	AAG01981.1	putative glycosyltransferase	Bacteria	Firmicutes	Lactobacillales
aggregates-combined-assembly1_5455492_1_417_-	aggregates-combined-assembly1_5455492_1_417_-	0.029057265532475	0.00500133675660163	n.d.	GT4	GT	ABR64412.1	glycosyl transferase group 1	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5465600_1_320_-	aggregates-combined-assembly1_5465600_1_320_-	0.02545888092085	0.00311167466096573	n.d.	GH3	GH	ACA39985.1	Hypothetical lipoprotein ybbD precursor	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5465715_94_891_+	aggregates-combined-assembly1_5465715_94_891_+	0.02645471802785	0.00588886865266911	n.d.	CE10	CE	AAK22784.1	para-nitrobenzyl esterase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5465877_1_742_-	aggregates-combined-assembly1_5465877_1_742_-	0.035960024305875	0.00904382967843578	n.d.	GT4	GT	ABK16665.1	glycosyl transferase, group 1	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5466988_1_766_-	aggregates-combined-assembly1_5466988_1_766_-	0.026475189880925	0.00430237777591863	n.d.	CE10	CE	AAM39462.1	carboxylesterase type B	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5467066_1_860_-	aggregates-combined-assembly1_5467066_1_860_-	0.0238397178839025	0.00612608286332448	n.d.	GT2	GT	ABL00931.1	glycosyl transferase, family 2	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5467243_1031_1459_+	aggregates-combined-assembly1_5467243_1031_1459_+	0.033729712520275	0.0117572016165278	n.d.	CE4	CE	ABS68347.1	polysaccharide deacetylase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5467969_56_958_-	aggregates-combined-assembly1_5467969_56_958_-	0.0314063268238	0.0120846226423101	n.d.	GH23	GH	ABY95850.1	peptidase M23B	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5468116_1_419_-	aggregates-combined-assembly1_5468116_1_419_-	0.029066490962655	0.00674705231264574	n.d.	GT2	GT	AAC07699.1	dolichol-phosphate mannosyltransferase	Bacteria	Aquificae	Aquificales
aggregates-combined-assembly1_5468130_1_346_-	aggregates-combined-assembly1_5468130_1_346_-	0.024140465942275	0.00459151373827233	n.d.	GH57	GH	ACA59363.1	glycoside hydrolase, family 57	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5468143_1036_1316_+	aggregates-combined-assembly1_5468143_1036_1316_+	0.028725973519575	0.00408210858714901	n.d.	GH15	GH	CAM61728.1	Putative glycosyl hydrolase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5468526_392_541_-	aggregates-combined-assembly1_5468526_392_541_-	0.0336161667564	0.0106285778104748	n.d.	GH13	GH	ABU59950.1	alpha amylase catalytic region	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5470145_1_344_-	aggregates-combined-assembly1_5470145_1_344_-	0.0225642076798275	0.00648643246710106	n.d.	GT2	GT	ABD69815.1	glycosyl transferase, family 2	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5470214_1_496_+	aggregates-combined-assembly1_5470214_1_496_+	0.021201154957	0.003892736504071	n.d.	GT4	GT	ABK16665.1	glycosyl transferase, group 1	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5470214_523_715_+	aggregates-combined-assembly1_5470214_523_715_+	0.021201154957	0.003892736504071	n.d.	GT2	GT	ACB33658.1	glycosyl transferase family 2	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5470222_1_673_+	aggregates-combined-assembly1_5470222_1_673_+	0.0219264525777775	0.00675029320191621	n.d.	GH50	GH	ABK19223.1	hypothetical protein Sfum_3553	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5470394_1_494_+	aggregates-combined-assembly1_5470394_1_494_+	0.02422800846102	0.0062429889296574	n.d.	GT2	GT	ABB37645.1	Glycosyltransferases involved in cell wall biogenesis-like	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5470587_1_452_+	aggregates-combined-assembly1_5470587_1_452_+	0.0267448826959	0.00412712269443627	n.d.	GT2	GT	ACC79942.1	filamentous haemagglutinin family outer membrane protein	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5479295_1_886_-	aggregates-combined-assembly1_5479295_1_886_-	0.031800600157675	0.00724142444829399	n.d.	GT26	GT	ABW27684.1	glycosyl transferase WecB/TagA/CpsF, putative	Bacteria	Cyanobacteria	Acaryochloris
aggregates-combined-assembly1_5479461_1_518_+	aggregates-combined-assembly1_5479461_1_518_+	0.0283253221224475	0.0098858031438226	n.d.	GH1	GH	BAC89944.1	gll2003	Bacteria	Cyanobacteria	Gloeobacteria
aggregates-combined-assembly1_5479479_1_874_-	aggregates-combined-assembly1_5479479_1_874_-	0.02369015669775	0.00673678309507786	n.d.	GH17	GH	BAE54672.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5479685_1_444_+	aggregates-combined-assembly1_5479685_1_444_+	0.024405474036475	0.0102025165633394	n.d.	GH13	GH	ABI58986.1	alpha amylase, catalytic region	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5481320_1_562_+	aggregates-combined-assembly1_5481320_1_562_+	0.038541496849175	0.0131238124791511	n.d.	GH65	GH	AAT82856.1	trehalose phosphorylase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5481431_1_348_-	aggregates-combined-assembly1_5481431_1_348_-	0.02539326003465	0.00662911039937868	n.d.	CE9	CE	AAK23947.1	conserved hypothetical protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5481549_1_449_-	aggregates-combined-assembly1_5481549_1_449_-	0.029155810911075	0.00447183481819487	n.d.	none	none	ABR39477.1	glycoside hydrolase family 33	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5483828_107_646_-	aggregates-combined-assembly1_5483828_107_646_-	0.030831796605725	0.00856489565023798	n.d.	GT9	GT	ACB76010.1	glycosyl transferase family 9	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5484080_255_1037_+	aggregates-combined-assembly1_5484080_255_1037_+	0.01927092819723	0.00428373974792363	n.d.	GT2	GT	ABI59819.1	glycosyl transferase, family 2	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5488630_1_288_+	aggregates-combined-assembly1_5488630_1_288_+	0.01919345777993	0.0048908987333624	n.d.	GH94	GH	ABQ28483.1	glycosyltransferase 36	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5492850_1_711_+	aggregates-combined-assembly1_5492850_1_711_+	0.038211562796425	0.0106333512482248	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5492850_823_1091_+	aggregates-combined-assembly1_5492850_823_1091_+	0.038211562796425	0.0106333512482248	n.d.	GT4	GT	ABA22175.1	Glycosyl transferase, group 1	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5492899_1_371_-	aggregates-combined-assembly1_5492899_1_371_-	0.0495433467137	0.0169758149170188	n.d.	GT5	GT	ABG61068.1	glycogen synthase-related protein	Bacteria	Bacteroidetes	Sphingobacteria
aggregates-combined-assembly1_5492984_1_388_+	aggregates-combined-assembly1_5492984_1_388_+	0.044020602116825	0.019993920027157	n.d.	GT2	GT	ABJ83115.1	glycosyl transferase, family 2	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5493123_1_587_-	aggregates-combined-assembly1_5493123_1_587_-	0.022159466937975	0.00619399408188169	n.d.	GH3	GH	ABC45027.1	beta-N-acetylglucosaminidase	Bacteria	Bacteroidetes	Sphingobacteria
aggregates-combined-assembly1_5493850_1_689_-	aggregates-combined-assembly1_5493850_1_689_-	0.02993450487735	0.00359028897268645	n.d.	GT9	GT	BAE49332.1	ADP-heptose	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5494101_345_745_-	aggregates-combined-assembly1_5494101_345_745_-	0.022289822411825	0.00320075575661036	n.d.	GH23	GH	ABC77784.1	soluble lytic murein transglycosylase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5494947_1_626_+	aggregates-combined-assembly1_5494947_1_626_+	0.02251183391215	0.00676000693732708	n.d.	CE4	CE	ABN88636.1	polysaccharide deacetylase family protein	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5496691_338_647_+	aggregates-combined-assembly1_5496691_338_647_+	0.028357491763025	0.00728628544738835	n.d.	CBM48	CB	ACB76941.1	malto-oligosyltrehalose trehalohydrolase	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5496955_1_603_+	aggregates-combined-assembly1_5496955_1_603_+	0.02747504867625	0.00651261292416909	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5501295_1_252_+	aggregates-combined-assembly1_5501295_1_252_+	0.0186332649145725	0.00837795673340185	n.d.	GT2	GT	BAE51857.1	Cellulose synthase catalytic subunit	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5505547_1_486_+	aggregates-combined-assembly1_5505547_1_486_+	0.02555640372168	0.0068118454999456	n.d.	GT4	GT	ABQ07579.1	glycosyl transferase, group 1	Bacteria	Bacteroidetes	Flavobacteria
aggregates-combined-assembly1_5505812_187_998_-	aggregates-combined-assembly1_5505812_187_998_-	0.023966319395375	0.00672018029026431	n.d.	GT4	GT	ACD18696.1	glycosyl transferase group 1	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5505885_13_507_-	aggregates-combined-assembly1_5505885_13_507_-	0.0233469233344	0.0052291533862713	n.d.	GT2	GT	ACD83456.1	Glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5505932_1_798_+	aggregates-combined-assembly1_5505932_1_798_+	0.030343870415775	0.00617796404152679	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5505934_1_551_-	aggregates-combined-assembly1_5505934_1_551_-	0.034282549204425	0.00864039035916628	n.d.	CE4	CE	ABS51179.1	polysaccharide deacetylase	Bacteria	Proteobacteria	Epsilonproteobacteria
aggregates-combined-assembly1_5506058_89_559_-	aggregates-combined-assembly1_5506058_89_559_-	0.022487248551425	0.0055600933970211	n.d.	GH18	GH	CAJ68298.1	putative bifunctional protein: peroxiredoxin/chitinase	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5506317_1_548_+	aggregates-combined-assembly1_5506317_1_548_+	0.032640893321825	0.0102725854104221	n.d.	none	none	ABJ81752.1	oxidoreductase domain protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5506639_76_1164_+	aggregates-combined-assembly1_5506639_76_1164_+	0.036723174702875	0.0119870682832788	n.d.	GT28	GT	ABQ90904.1	Monogalactosyldiacylglycerol synthase	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5506692_209_1009_+	aggregates-combined-assembly1_5506692_209_1009_+	0.0326570081042	0.00814512279288389	n.d.	GH3	GH	ABW12656.1	glycoside hydrolase family 3 domain protein	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5507611_1_785_+	aggregates-combined-assembly1_5507611_1_785_+	0.0154803211879525	0.00417435387689313	n.d.	GH65	GH	ABY95168.1	Kojibiose phosphorylase	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5507812_100_846_-	aggregates-combined-assembly1_5507812_100_846_-	0.0328089498283	0.00448137579316893	n.d.	GH1	GH	ACC80873.1	extracellular solute-binding protein, family 3	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5507824_1_519_+	aggregates-combined-assembly1_5507824_1_519_+	0.04650636118395	0.00871763296993991	n.d.	GH23	GH	ABY92024.1	peptidase M23B	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5507841_1_536_+	aggregates-combined-assembly1_5507841_1_536_+	0.028901721589575	0.0105921236449482	n.d.	GH38	GH	ABY22262.1	alpha-mannosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5509250_1_696_+	aggregates-combined-assembly1_5509250_1_696_+	0.024472452882805	0.010407204444759	n.d.	GH38	GH	ABK02201.1	glycoside hydrolase, family 38	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5509381_104_588_-	aggregates-combined-assembly1_5509381_104_588_-	0.0305142388373025	0.0138003719736613	n.d.	GT28	GT	ABM08975.1	polysaccharide biosynthesis protein	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5510186_524_918_+	aggregates-combined-assembly1_5510186_524_918_+	0.0234203720634	0.00587270866861865	n.d.	GH23	GH	CAE78059.1	membrane-bound lytic murein transglycosylase, putative	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5510308_1_281_-	aggregates-combined-assembly1_5510308_1_281_-	0.019759876964975	0.00451582268019438	n.d.	GH51	GH	ABJ84977.1	Alpha-L-arabinofuranosidase-like protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5510603_1_170_-	aggregates-combined-assembly1_5510603_1_170_-	0.04699668337615	0.0201285539856619	n.d.	GT28	GT	ABU58556.1	Monogalactosyldiacylglycerol synthase	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5520317_1_261_-	aggregates-combined-assembly1_5520317_1_261_-	0.03205442175325	0.00720259527125047	n.d.	CBM12	CB	CAD55167.1	putative bifunctional protein	Bacteria	Actinobacteria	Actinobacteridae
